,herocompare,herocompare_name,itemhero,itemhero_name,skill,skill_WR,tandem_WR,item0,item_WR0,item_name0,item1,item_WR1,item_name1,item2,item_WR2,item_name2,item3,item_WR3,item_name3,item4,item_WR4,item_name4
0,2,Axe,1,Anti-Mage,E,0.4782608695652174,0.47688060731538995,63.0,0.4465116279069767,Power Treads,48.0,0.6842105263157895,Boots of Travel,143.0,0.535593220338983,Skull Basher,81.0,0.55,Vladmir's Offering,147.0,0.5915619389587073,Manta Style
1,3,Bane,1,Anti-Mage,Q,0.5517241379310345,0.49104859335038364,63.0,0.4523026315789473,Power Treads,48.0,0.7142857142857143,Boots of Travel,143.0,0.5380116959064327,Skull Basher,147.0,0.580952380952381,Manta Style,145.0,0.4959239130434783,Battle Fury
2,4,Bloodseeker,1,Anti-Mage,W,0.4869565217391305,0.46108490566037735,63.0,0.4082605242255758,Power Treads,48.0,0.7147435897435898,Boots of Travel,247.0,0.9714285714285714,Moon Shard,143.0,0.5281173594132029,Skull Basher,81.0,0.5421853388658368,Vladmir's Offering
3,5,Crystal Maiden,1,Anti-Mage,W,0.4664723032069971,0.43028953229398664,63.0,0.3899026763990268,Power Treads,48.0,0.6868421052631579,Boots of Travel,143.0,0.4965197215777262,Skull Basher,147.0,0.5782227784730913,Manta Style,145.0,0.4480582524271844,Battle Fury
4,6,Drow Ranger,1,Anti-Mage,Q,0.4816753926701571,0.4067300658376006,63.0,0.3719332679097154,Power Treads,48.0,0.69377990430622,Boots of Travel,143.0,0.5217391304347826,Skull Basher,147.0,0.5630252100840336,Manta Style,145.0,0.4211369095276221,Battle Fury
5,7,Earthshaker,1,Anti-Mage,W,0.497907949790795,0.4473331546502278,63.0,0.395825836631882,Power Treads,48.0,0.6867977528089888,Boots of Travel,143.0,0.4940191387559809,Skull Basher,81.0,0.49338146811071,Vladmir's Offering,145.0,0.4523068213982451,Battle Fury
6,8,Juggernaut,1,Anti-Mage,W,0.4900924702774108,0.44479661912308505,63.0,0.4066352835687065,Power Treads,48.0,0.681766704416761,Boots of Travel,143.0,0.4794290512174643,Skull Basher,81.0,0.5053550178500595,Vladmir's Offering,145.0,0.4544611389352625,Battle Fury
7,9,Mirana,1,Anti-Mage,W,0.4486754966887417,0.43615968327284727,63.0,0.3851590106007067,Power Treads,48.0,0.6636197440585009,Boots of Travel,81.0,0.4976228209191759,Vladmir's Offering,145.0,0.4450724125750618,Battle Fury,147.0,0.539662447257384,Manta Style
8,10,Morphling,1,Anti-Mage,Q,0.5521472392638037,0.510932944606414,63.0,0.4764649375600384,Power Treads,48.0,0.7058823529411765,Boots of Travel,81.0,0.5830564784053156,Vladmir's Offering,147.0,0.6153153153153154,Manta Style,145.0,0.5192604006163328,Battle Fury
9,11,Shadow Fiend,1,Anti-Mage,Q,0.5030120481927711,0.4677011909058102,63.0,0.4299287410926366,Power Treads,48.0,0.6724511930585684,Boots of Travel,143.0,0.5168539325842697,Skull Basher,81.0,0.5368248772504092,Vladmir's Offering,147.0,0.5817330210772834,Manta Style
10,12,Phantom Lancer,1,Anti-Mage,W,0.53125,0.5205855443732845,63.0,0.4719101123595505,Power Treads,48.0,0.7586206896551724,Boots of Travel,143.0,0.6204081632653061,Skull Basher,147.0,0.6347926267281107,Manta Style,145.0,0.5272206303724928,Battle Fury
11,13,Puck,1,Anti-Mage,W,0.5697674418604651,0.5423728813559322,63.0,0.5180240320427236,Power Treads,48.0,0.7071823204419889,Boots of Travel,81.0,0.6155507559395248,Vladmir's Offering,143.0,0.5887445887445888,Skull Basher,147.0,0.6410891089108911,Manta Style
12,14,Pudge,1,Anti-Mage,Q,0.4662576687116564,0.44658620068456134,63.0,0.4010541447053186,Power Treads,48.0,0.6863543788187373,Boots of Travel,143.0,0.4851316907391674,Skull Basher,147.0,0.573282075925036,Manta Style,145.0,0.4577803423735334,Battle Fury
13,15,Razor,1,Anti-Mage,E,0.7777777777777778,0.5539112050739958,63.0,0.5289017341040463,Power Treads,48.0,0.7227722772277227,Boots of Travel,247.0,0.9565217391304348,Moon Shard,81.0,0.6305418719211823,Vladmir's Offering,147.0,0.6505102040816326,Manta Style
14,16,Sand King,1,Anti-Mage,W,0.5111111111111111,0.4740983606557377,63.0,0.4293193717277487,Power Treads,48.0,0.6679245283018868,Boots of Travel,81.0,0.5366614664586583,Vladmir's Offering,147.0,0.5747126436781609,Manta Style,145.0,0.4829742876997915,Battle Fury
15,17,Storm Spirit,1,Anti-Mage,W,0.6022727272727273,0.5726666666666667,63.0,0.5311387900355872,Power Treads,48.0,0.7542662116040956,Boots of Travel,147.0,0.6589456869009584,Manta Style,143.0,0.5965417867435159,Skull Basher,145.0,0.581805359661495,Battle Fury
16,18,Sven,1,Anti-Mage,E,0.4576271186440678,0.409260642270351,63.0,0.3612903225806451,Power Treads,48.0,0.6588486140724946,Boots of Travel,143.0,0.4174228675136116,Skull Basher,145.0,0.4191235059760956,Battle Fury,81.0,0.4618117229129662,Vladmir's Offering
17,19,Tiny,1,Anti-Mage,Q,0.5792682926829268,0.5057553956834533,63.0,0.465183752417795,Power Treads,48.0,0.6628352490421456,Boots of Travel,143.0,0.5356037151702786,Skull Basher,81.0,0.5632377740303541,Vladmir's Offering,147.0,0.600896860986547,Manta Style
18,20,Vengeful Spirit,1,Anti-Mage,W,0.4326241134751773,0.4174503657262278,63.0,0.3782138024357239,Power Treads,48.0,0.67,Boots of Travel,143.0,0.4679802955665024,Skull Basher,81.0,0.488257107540173,Vladmir's Offering,145.0,0.4406108597285068,Battle Fury
19,21,Windranger,1,Anti-Mage,W,0.5125827814569537,0.46984572230014027,63.0,0.4328278797552541,Power Treads,48.0,0.6736596736596736,Boots of Travel,143.0,0.4966887417218543,Skull Basher,147.0,0.5751348574364243,Manta Style,81.0,0.5192127460168697,Vladmir's Offering
20,22,Zeus,1,Anti-Mage,W,0.4715719063545151,0.4329896907216495,63.0,0.3819004524886878,Power Treads,48.0,0.6376089663760897,Boots of Travel,145.0,0.439667458432304,Battle Fury,147.0,0.5347440663425793,Manta Style,81.0,0.4705882352941176,Vladmir's Offering
21,23,Kunkka,1,Anti-Mage,E,0.5789473684210527,0.4857142857142857,63.0,0.4292993630573249,Power Treads,48.0,0.7115384615384616,Boots of Travel,143.0,0.5041666666666667,Skull Basher,147.0,0.6045673076923077,Manta Style,81.0,0.5417558886509636,Vladmir's Offering
22,25,Lina,1,Anti-Mage,W,0.53954802259887,0.5292418772563177,63.0,0.4887720974677496,Power Treads,48.0,0.7123287671232876,Boots of Travel,147.0,0.6323861073522778,Manta Style,81.0,0.5949696444058976,Vladmir's Offering,145.0,0.5398230088495575,Battle Fury
23,26,Lion,1,Anti-Mage,Q,0.4928131416837782,0.4708204116154497,63.0,0.4305606449248809,Power Treads,48.0,0.7013651877133106,Boots of Travel,143.0,0.5141318977119784,Skull Basher,81.0,0.532587228439763,Vladmir's Offering,147.0,0.5811594202898551,Manta Style
24,27,Shadow Shaman,1,Anti-Mage,W,0.4598214285714285,0.4144084600132188,63.0,0.3728070175438596,Power Treads,48.0,0.657258064516129,Boots of Travel,143.0,0.4905063291139241,Skull Basher,81.0,0.4858044164037855,Vladmir's Offering,145.0,0.42524682651622,Battle Fury
25,28,Slardar,1,Anti-Mage,W,0.3954659949622166,0.37324744221295947,63.0,0.3351703406813627,Power Treads,48.0,0.62004662004662,Boots of Travel,143.0,0.4377289377289377,Skull Basher,81.0,0.4518181818181818,Vladmir's Offering,145.0,0.384771986970684,Battle Fury
26,29,Tidehunter,1,Anti-Mage,Q,0.4695121951219512,0.45468873128447596,63.0,0.407098121085595,Power Treads,48.0,0.6304347826086957,Boots of Travel,247.0,0.9423076923076923,Moon Shard,145.0,0.4624472573839662,Battle Fury,81.0,0.4981684981684982,Vladmir's Offering
27,30,Witch Doctor,1,Anti-Mage,E,0.5,0.43535620052770446,63.0,0.3914067098293114,Power Treads,48.0,0.6435643564356436,Boots of Travel,143.0,0.4948453608247423,Skull Basher,81.0,0.5030487804878049,Vladmir's Offering,145.0,0.4499054820415879,Battle Fury
28,31,Lich,1,Anti-Mage,E,0.5,0.44843462246777166,63.0,0.4053724053724054,Power Treads,143.0,0.5125,Skull Basher,147.0,0.5581947743467933,Manta Style,145.0,0.4587884806355512,Battle Fury,81.0,0.490990990990991,Vladmir's Offering
29,32,Riki,1,Anti-Mage,W,0.3873517786561265,0.3848295059151009,63.0,0.3389513108614232,Power Treads,48.0,0.6270491803278688,Boots of Travel,143.0,0.4655172413793103,Skull Basher,145.0,0.396969696969697,Battle Fury,81.0,0.4465195246179966,Vladmir's Offering
30,33,Enigma,1,Anti-Mage,E,0.5555555555555556,0.429042904290429,63.0,0.3819548872180451,Power Treads,48.0,0.6089385474860335,Boots of Travel,143.0,0.4433497536945813,Skull Basher,145.0,0.4390243902439024,Battle Fury,147.0,0.5211459754433834,Manta Style
31,34,Tinker,1,Anti-Mage,E,0.5714285714285714,0.5360995850622406,63.0,0.4834123222748815,Power Treads,48.0,0.728744939271255,Boots of Travel,147.0,0.6435845213849287,Manta Style,81.0,0.5900990099009901,Vladmir's Offering,145.0,0.544157002676182,Battle Fury
32,35,Sniper,1,Anti-Mage,W,0.5347826086956522,0.517162471395881,63.0,0.4660361134995701,Power Treads,48.0,0.7069408740359897,Boots of Travel,247.0,0.9642857142857143,Moon Shard,147.0,0.6411201179071481,Manta Style,145.0,0.5292682926829269,Battle Fury
33,36,Necrophos,1,Anti-Mage,E,0.463768115942029,0.38626164998274076,63.0,0.3419854280510018,Power Treads,48.0,0.6602150537634408,Boots of Travel,143.0,0.4442477876106194,Skull Basher,145.0,0.4031650339110776,Battle Fury,81.0,0.4683434518647008,Vladmir's Offering
34,37,Warlock,1,Anti-Mage,E,0.4545454545454545,0.3853073463268366,63.0,0.3431372549019608,Power Treads,48.0,0.631578947368421,Boots of Travel,143.0,0.4496124031007752,Skull Basher,145.0,0.3938411669367909,Battle Fury,147.0,0.5091277890466531,Manta Style
35,38,Beastmaster,1,Anti-Mage,E,0.6,0.4195519348268839,63.0,0.3937823834196891,Power Treads,48.0,0.5833333333333334,Boots of Travel,81.0,0.5151515151515151,Vladmir's Offering,147.0,0.5646067415730337,Manta Style,145.0,0.4317180616740088,Battle Fury
36,39,Queen of Pain,1,Anti-Mage,W,0.5889212827988338,0.5338175215615071,63.0,0.5033112582781457,Power Treads,48.0,0.6883116883116883,Boots of Travel,81.0,0.6016771488469602,Vladmir's Offering,147.0,0.6277654867256637,Manta Style,143.0,0.5696969696969697,Skull Basher
37,40,Venomancer,1,Anti-Mage,E,0.4545454545454545,0.4378265412748171,63.0,0.382183908045977,Power Treads,48.0,0.6574585635359116,Boots of Travel,143.0,0.5282051282051282,Skull Basher,145.0,0.4504504504504505,Battle Fury,147.0,0.5479082321187584,Manta Style
38,41,Faceless Void,1,Anti-Mage,Q,0.5601503759398496,0.5099818511796733,63.0,0.4707792207792208,Power Treads,48.0,0.6858974358974359,Boots of Travel,147.0,0.6016504126031508,Manta Style,143.0,0.5173333333333333,Skull Basher,145.0,0.5207792207792208,Battle Fury
39,42,Wraith King,1,Anti-Mage,W,0.4748490945674044,0.46012931034482757,63.0,0.4180565627266135,Power Treads,48.0,0.6896551724137931,Boots of Travel,143.0,0.5625,Skull Basher,147.0,0.5855216465578424,Manta Style,145.0,0.47114556416882,Battle Fury
40,43,Death Prophet,1,Anti-Mage,Q,0.4210526315789473,0.430062630480167,63.0,0.3992042440318302,Power Treads,48.0,0.6906474820143885,Boots of Travel,143.0,0.5401069518716578,Skull Basher,147.0,0.561624649859944,Manta Style,81.0,0.489051094890511,Vladmir's Offering
41,44,Phantom Assassin,1,Anti-Mage,Q,0.4619469026548673,0.42455878697489435,63.0,0.3859420761470875,Power Treads,48.0,0.6747181964573269,Boots of Travel,143.0,0.5034106412005457,Skull Basher,81.0,0.506265664160401,Vladmir's Offering,145.0,0.4360278372591007,Battle Fury
42,45,Pugna,1,Anti-Mage,W,0.5471698113207547,0.48143236074270557,63.0,0.4392014519056262,Power Treads,48.0,0.6923076923076923,Boots of Travel,139.0,0.8789808917197452,Butterfly,143.0,0.5085714285714286,Skull Basher,81.0,0.5391566265060241,Vladmir's Offering
43,46,Templar Assassin,1,Anti-Mage,Q,0.4911242603550296,0.45870206489675514,63.0,0.4209541627689429,Power Treads,48.0,0.7169811320754716,Boots of Travel,143.0,0.5737704918032787,Skull Basher,81.0,0.5269168026101142,Vladmir's Offering,147.0,0.5850746268656717,Manta Style
44,47,Viper,1,Anti-Mage,W,0.4897959183673469,0.47855917667238423,63.0,0.425629290617849,Power Treads,48.0,0.7421052631578947,Boots of Travel,147.0,0.6042841037204059,Manta Style,143.0,0.483271375464684,Skull Basher,208.0,0.8247126436781609,Abyssal Blade
45,48,Luna,1,Anti-Mage,W,0.4521739130434783,0.44308943089430897,63.0,0.4078014184397163,Power Treads,48.0,0.6836734693877551,Boots of Travel,143.0,0.582089552238806,Skull Basher,147.0,0.5892193308550185,Manta Style,81.0,0.5063694267515924,Vladmir's Offering
46,49,Dragon Knight,1,Anti-Mage,W,0.4779874213836478,0.4585152838427948,63.0,0.4171364148816235,Power Treads,48.0,0.7204301075268817,Boots of Travel,143.0,0.5115384615384615,Skull Basher,145.0,0.4740740740740741,Battle Fury,147.0,0.5745664739884393,Manta Style
47,50,Dazzle,1,Anti-Mage,W,0.4747899159663865,0.41755888650963596,63.0,0.3774647887323944,Power Treads,48.0,0.6923076923076923,Boots of Travel,143.0,0.5040871934604905,Skull Basher,81.0,0.4932844932844933,Vladmir's Offering,147.0,0.5523043160204828,Manta Style
48,51,Clockwerk,1,Anti-Mage,W,0.4864864864864865,0.4524793388429752,63.0,0.3965763195435092,Power Treads,48.0,0.6358974358974359,Boots of Travel,145.0,0.4576086956521739,Battle Fury,147.0,0.5473411154345007,Manta Style,143.0,0.4656862745098039,Skull Basher
49,52,Leshrac,1,Anti-Mage,E,0.6666666666666666,0.515695067264574,63.0,0.4629080118694362,Power Treads,48.0,0.7466666666666667,Boots of Travel,139.0,0.9027777777777778,Butterfly,147.0,0.6285714285714286,Manta Style,145.0,0.5285714285714286,Battle Fury
50,53,Natures Prophet,1,Anti-Mage,W,0.5603015075376885,0.526778882938026,63.0,0.4879912663755459,Power Treads,48.0,0.7099811676082862,Boots of Travel,147.0,0.6327307326355851,Manta Style,81.0,0.5734024179620034,Vladmir's Offering,143.0,0.5936329588014981,Skull Basher
51,54,Lifestealer,1,Anti-Mage,W,0.4727272727272727,0.47769953051643194,63.0,0.4456521739130435,Power Treads,48.0,0.6476510067114094,Boots of Travel,81.0,0.5671232876712329,Vladmir's Offering,143.0,0.4961038961038961,Skull Basher,147.0,0.5811903012490816,Manta Style
52,55,Dark Seer,1,Anti-Mage,E,0.5294117647058824,0.4885290148448043,63.0,0.4327272727272727,Power Treads,48.0,0.7279411764705882,Boots of Travel,143.0,0.5403726708074534,Skull Basher,81.0,0.5579268292682927,Vladmir's Offering,147.0,0.5955631399317406,Manta Style
53,56,Clinkz,1,Anti-Mage,W,0.452914798206278,0.4260307194826192,63.0,0.3856837606837607,Power Treads,48.0,0.7172774869109948,Boots of Travel,143.0,0.5320754716981132,Skull Basher,147.0,0.5682326621923938,Manta Style,145.0,0.4385499557913351,Battle Fury
54,57,Omniknight,1,Anti-Mage,Q,0.375,0.3565259117082534,63.0,0.3263803680981595,Power Treads,48.0,0.5714285714285714,Boots of Travel,143.0,0.455012853470437,Skull Basher,145.0,0.3715313463514902,Battle Fury,81.0,0.4242774566473989,Vladmir's Offering
55,58,Enchantress,1,Anti-Mage,W,0.5585585585585585,0.5060679611650486,63.0,0.4569983136593592,Power Treads,48.0,0.7272727272727273,Boots of Travel,147.0,0.631496062992126,Manta Style,81.0,0.5706051873198847,Vladmir's Offering,143.0,0.5786163522012578,Skull Basher
56,59,Huskar,1,Anti-Mage,W,0.6031746031746031,0.5097493036211699,48.0,0.8046875,Boots of Travel,63.0,0.4591078066914498,Power Treads,143.0,0.6067415730337079,Skull Basher,147.0,0.6572504708097928,Manta Style,145.0,0.5293233082706766,Battle Fury
57,60,Night Stalker,1,Anti-Mage,E,0.6363636363636364,0.4263959390862944,63.0,0.3868852459016394,Power Treads,48.0,0.7131782945736435,Boots of Travel,143.0,0.5056179775280899,Skull Basher,145.0,0.4412568306010929,Battle Fury,81.0,0.4862385321100918,Vladmir's Offering
58,61,Broodmother,1,Anti-Mage,W,0.7272727272727273,0.4889705882352941,63.0,0.4927536231884058,Power Treads,81.0,0.6637168141592921,Vladmir's Offering,143.0,0.6037735849056604,Skull Basher,48.0,0.6666666666666666,Boots of Travel,147.0,0.63,Manta Style
59,62,Bounty Hunter,1,Anti-Mage,Q,0.4686648501362398,0.4817843866171004,63.0,0.4443359375,Power Treads,48.0,0.6931567328918322,Boots of Travel,143.0,0.5861423220973783,Skull Basher,147.0,0.6102189781021898,Manta Style,145.0,0.4968076616121309,Battle Fury
60,63,Weaver,1,Anti-Mage,Q,0.5314285714285715,0.46275395033860045,63.0,0.4116445352400409,Power Treads,48.0,0.7112068965517241,Boots of Travel,247.0,0.9722222222222222,Moon Shard,147.0,0.5884732052578362,Manta Style,145.0,0.4776966747769668,Battle Fury
61,64,Jakiro,1,Anti-Mage,W,0.5371900826446281,0.4490566037735849,63.0,0.400679117147708,Power Treads,48.0,0.6802721088435374,Boots of Travel,147.0,0.570957095709571,Manta Style,145.0,0.458994708994709,Battle Fury,139.0,0.8591549295774648,Butterfly
62,65,Batrider,1,Anti-Mage,E,0.7142857142857143,0.5241935483870968,63.0,0.4905660377358491,Power Treads,48.0,0.7419354838709677,Boots of Travel,147.0,0.6340852130325815,Manta Style,145.0,0.5392781316348195,Battle Fury,81.0,0.5401785714285714,Vladmir's Offering
63,66,Chen,1,Anti-Mage,W,0.4782608695652174,0.46543778801843316,63.0,0.4418604651162791,Power Treads,143.0,0.5283018867924528,Skull Basher,147.0,0.6149068322981367,Manta Style,81.0,0.5581395348837209,Vladmir's Offering,145.0,0.4666666666666667,Battle Fury
64,67,Spectre,1,Anti-Mage,W,0.4420549581839904,0.3991257565568258,63.0,0.3565334530758869,Power Treads,48.0,0.58264081255771,Boots of Travel,143.0,0.4003079291762894,Skull Basher,81.0,0.4368794326241135,Vladmir's Offering,145.0,0.4065229014435929,Battle Fury
65,68,Ancient Apparition,1,Anti-Mage,W,0.4878048780487805,0.49230769230769234,63.0,0.43202416918429,Power Treads,48.0,0.72,Boots of Travel,81.0,0.5629496402877698,Vladmir's Offering,147.0,0.5828828828828829,Manta Style,145.0,0.5027279812938426,Battle Fury
66,69,Doom,1,Anti-Mage,Q,0.5060240963855421,0.48510971786833856,63.0,0.4607072691552063,Power Treads,48.0,0.6473684210526316,Boots of Travel,81.0,0.5267857142857143,Vladmir's Offering,147.0,0.5741811175337187,Manta Style,145.0,0.4928751047778709,Battle Fury
67,70,Ursa,1,Anti-Mage,Q,0.4180790960451977,0.3904881101376721,63.0,0.3344343517753922,Power Treads,48.0,0.7298387096774194,Boots of Travel,143.0,0.4131054131054131,Skull Basher,247.0,0.9534883720930233,Moon Shard,145.0,0.4014745308310992,Battle Fury
68,71,Spirit Breaker,1,Anti-Mage,E,0.4375,0.37777777777777777,63.0,0.3371363377067884,Power Treads,48.0,0.6655518394648829,Boots of Travel,143.0,0.4539170506912442,Skull Basher,145.0,0.3917928676111382,Battle Fury,81.0,0.4331896551724138,Vladmir's Offering
69,72,Gyrocopter,1,Anti-Mage,W,0.6024096385542169,0.510250569476082,63.0,0.4573170731707317,Power Treads,48.0,0.7432432432432432,Boots of Travel,147.0,0.6133333333333333,Manta Style,143.0,0.5250836120401338,Skull Basher,145.0,0.5160256410256411,Battle Fury
70,73,Alchemist,1,Anti-Mage,E,0.4705882352941176,0.4410058027079304,63.0,0.3926157046281851,Power Treads,48.0,0.6616052060737527,Boots of Travel,143.0,0.475438596491228,Skull Basher,81.0,0.4858906525573192,Vladmir's Offering,145.0,0.4492574257425743,Battle Fury
71,74,Invoker,1,Anti-Mage,W,0.4560260586319218,0.43178340200117715,63.0,0.3879722436391673,Power Treads,48.0,0.6614950634696756,Boots of Travel,143.0,0.4633873672442705,Skull Basher,81.0,0.4902338376891334,Vladmir's Offering,145.0,0.4422811204622535,Battle Fury
72,75,Silencer,1,Anti-Mage,Q,0.4556962025316456,0.43898061737257715,63.0,0.3996203132415757,Power Treads,48.0,0.6309278350515464,Boots of Travel,143.0,0.4547069271758437,Skull Basher,145.0,0.4453781512605042,Battle Fury,147.0,0.5415145985401459,Manta Style
73,76,Outworld Devourer,1,Anti-Mage,E,0.4857142857142857,0.40527065527065526,63.0,0.3670533642691415,Power Treads,48.0,0.6561797752808989,Boots of Travel,143.0,0.4965277777777778,Skull Basher,81.0,0.4757929883138564,Vladmir's Offering,145.0,0.416412213740458,Battle Fury
74,77,Lycan,1,Anti-Mage,E,0.5,0.36386138613861385,63.0,0.3439490445859872,Power Treads,143.0,0.4358974358974359,Skull Basher,145.0,0.3763157894736842,Battle Fury,81.0,0.3954802259887006,Vladmir's Offering,147.0,0.5,Manta Style
75,78,Brewmaster,1,Anti-Mage,W,0.59375,0.4870689655172414,63.0,0.4659090909090909,Power Treads,48.0,0.6756756756756757,Boots of Travel,143.0,0.5087719298245614,Skull Basher,81.0,0.5544554455445545,Vladmir's Offering,145.0,0.502283105022831,Battle Fury
76,79,Shadow Demon,1,Anti-Mage,Q,0.5476190476190477,0.4942263279445728,63.0,0.4464831804281346,Power Treads,48.0,0.7160493827160493,Boots of Travel,81.0,0.601010101010101,Vladmir's Offering,147.0,0.5988200589970502,Manta Style,145.0,0.4975247524752475,Battle Fury
77,80,Lone Druid,1,Anti-Mage,W,0.5142857142857142,0.47655259822560203,63.0,0.4261744966442953,Power Treads,48.0,0.6805555555555556,Boots of Travel,81.0,0.5106382978723404,Vladmir's Offering,143.0,0.524390243902439,Skull Basher,147.0,0.5959595959595959,Manta Style
78,81,Chaos Knight,1,Anti-Mage,E,0.5,0.4500587544065805,63.0,0.4100946372239748,Power Treads,247.0,0.9696969696969697,Moon Shard,48.0,0.6410256410256411,Boots of Travel,143.0,0.5077720207253886,Skull Basher,147.0,0.5651515151515152,Manta Style
79,82,Meepo,1,Anti-Mage,W,0.4545454545454545,0.42318059299191374,63.0,0.3854166666666667,Power Treads,48.0,0.7,Boots of Travel,143.0,0.5909090909090909,Skull Basher,147.0,0.5836575875486382,Manta Style,81.0,0.4727272727272727,Vladmir's Offering
80,83,Treant Protector,1,Anti-Mage,W,0.5,0.4654471544715447,63.0,0.418230563002681,Power Treads,48.0,0.6875,Boots of Travel,143.0,0.5887850467289719,Skull Basher,147.0,0.5978260869565217,Manta Style,145.0,0.4772234273318872,Battle Fury
81,84,Ogre Magi,1,Anti-Mage,E,0.4814814814814815,0.4154929577464789,63.0,0.3775510204081632,Power Treads,48.0,0.6381322957198443,Boots of Travel,143.0,0.4531722054380665,Skull Basher,81.0,0.4976076555023923,Vladmir's Offering,145.0,0.4299583911234396,Battle Fury
82,85,Undying,1,Anti-Mage,Q,0.4649122807017544,0.42670157068062825,63.0,0.3761574074074074,Power Treads,48.0,0.6525821596244131,Boots of Travel,143.0,0.4658634538152611,Skull Basher,81.0,0.4899598393574297,Vladmir's Offering,147.0,0.5509964830011723,Manta Style
83,86,Rubick,1,Anti-Mage,W,0.5736196319018405,0.5063229571984436,63.0,0.4546027742749054,Power Treads,48.0,0.7325581395348837,Boots of Travel,147.0,0.5971309025702332,Manta Style,145.0,0.5135967162647511,Battle Fury,81.0,0.5443181818181818,Vladmir's Offering
84,87,Disruptor,1,Anti-Mage,W,0.489051094890511,0.41814720812182743,63.0,0.3664440734557596,Power Treads,48.0,0.6838235294117647,Boots of Travel,143.0,0.4716417910447761,Skull Basher,81.0,0.4668547249647391,Vladmir's Offering,145.0,0.4254742547425474,Battle Fury
85,88,Nyx,1,Anti-Mage,Q,0.4973544973544973,0.46594427244582043,63.0,0.4292929292929293,Power Treads,48.0,0.6818181818181818,Boots of Travel,143.0,0.5266903914590747,Skull Basher,81.0,0.5243243243243243,Vladmir's Offering,147.0,0.5650048875855328,Manta Style
86,89,Naga Siren,1,Anti-Mage,Q,0.5581395348837209,0.517799352750809,63.0,0.4778761061946903,Power Treads,48.0,0.6842105263157895,Boots of Travel,143.0,0.5416666666666666,Skull Basher,145.0,0.5413793103448276,Battle Fury,147.0,0.6153846153846154,Manta Style
87,90,Keeper of the Light,1,Anti-Mage,E,0.6153846153846154,0.5,63.0,0.469248291571754,Power Treads,48.0,0.7411764705882353,Boots of Travel,147.0,0.628175519630485,Manta Style,143.0,0.5454545454545454,Skull Basher,145.0,0.5177570093457944,Battle Fury
88,91,Io,1,Anti-Mage,W,0.6304347826086957,0.5429553264604811,63.0,0.4886877828054298,Power Treads,143.0,0.6617647058823529,Skull Basher,147.0,0.6860986547085202,Manta Style,145.0,0.5650557620817844,Battle Fury,81.0,0.5511811023622047,Vladmir's Offering
89,92,Visage,1,Anti-Mage,W,0.6538461538461539,0.5227272727272727,48.0,0.7428571428571429,Boots of Travel,63.0,0.4923076923076923,Power Treads,81.0,0.5930232558139535,Vladmir's Offering,147.0,0.6470588235294118,Manta Style,145.0,0.5325443786982249,Battle Fury
90,93,Slark,1,Anti-Mage,W,0.5229468599033816,0.5161052372756332,63.0,0.482356749757203,Power Treads,48.0,0.7225352112676057,Boots of Travel,147.0,0.6188864964626268,Manta Style,81.0,0.5829439252336449,Vladmir's Offering,143.0,0.5492801771871539,Skull Basher
91,94,Medusa,1,Anti-Mage,E,0.4871794871794872,0.4403846153846154,63.0,0.4043570669500531,Power Treads,48.0,0.6004016064257028,Boots of Travel,143.0,0.4540983606557377,Skull Basher,145.0,0.450709939148073,Battle Fury,147.0,0.5351637764932563,Manta Style
92,95,Troll Warlord,1,Anti-Mage,E,0.5454545454545454,0.4411764705882353,63.0,0.3803131991051454,Power Treads,48.0,0.7473684210526316,Boots of Travel,143.0,0.4968553459119497,Skull Basher,145.0,0.449814126394052,Battle Fury,147.0,0.5660377358490566,Manta Style
93,96,Centaur Warrunner,1,Anti-Mage,E,0.6,0.45499181669394434,63.0,0.4087912087912088,Power Treads,48.0,0.6517857142857143,Boots of Travel,143.0,0.5031055900621118,Skull Basher,145.0,0.4662045060658579,Battle Fury,147.0,0.5546218487394958,Manta Style
94,97,Magnus,1,Anti-Mage,W,0.4954128440366973,0.5111111111111111,63.0,0.4664570230607967,Power Treads,48.0,0.6867924528301886,Boots of Travel,145.0,0.5189669087974172,Battle Fury,147.0,0.5867768595041323,Manta Style,81.0,0.5391304347826087,Vladmir's Offering
95,98,Timbersaw,1,Anti-Mage,W,0.5517241379310345,0.5138721351025332,63.0,0.4795918367346939,Power Treads,48.0,0.6842105263157895,Boots of Travel,147.0,0.612184249628529,Manta Style,81.0,0.5847953216374269,Vladmir's Offering,145.0,0.5250320924261874,Battle Fury
96,99,Bristleback,1,Anti-Mage,E,0.5384615384615384,0.4934797529169526,63.0,0.4419047619047619,Power Treads,48.0,0.7103448275862069,Boots of Travel,143.0,0.5647840531561462,Skull Basher,147.0,0.6134157105030892,Manta Style,81.0,0.5526742301458671,Vladmir's Offering
97,100,Tusk,1,Anti-Mage,W,0.5704697986577181,0.5159613956941351,63.0,0.4702970297029703,Power Treads,48.0,0.7402597402597403,Boots of Travel,143.0,0.6148648648648649,Skull Basher,81.0,0.5866666666666667,Vladmir's Offering,147.0,0.6294896030245747,Manta Style
98,101,Skywrath Mage,1,Anti-Mage,Q,0.5619834710743802,0.5047348484848485,63.0,0.4758883248730965,Power Treads,48.0,0.6868131868131868,Boots of Travel,143.0,0.5371900826446281,Skull Basher,147.0,0.6039952996474736,Manta Style,81.0,0.5727482678983834,Vladmir's Offering
