,herocompare,herocompare_name,itemhero,itemhero_name,skill,skill_WR,tandem_WR,item0,item_WR0,item_name0,item1,item_WR1,item_name1,item2,item_WR2,item_name2,item3,item_WR3,item_name3,item4,item_WR4,item_name4,item5,item_WR5,item_name5
159,52,Leshrac,2,Axe,Q,0.4,0.37089201877934275,214.0,0.3257142857142857,Tranquil Boots,1.0,0.3930348258706468,Blink Dagger,125.0,0.3125,Vanguard,127.0,0.4166666666666667,Blade Mail,36.0,0.1842105263157895,Magic Wand,48.0,0.8,Boots of Travel
160,53,Natures Prophet,2,Axe,W,0.45,0.361474435196195,214.0,0.3357771260997067,Tranquil Boots,125.0,0.3573883161512028,Vanguard,1.0,0.3709677419354839,Blink Dagger,127.0,0.3783031988873435,Blade Mail,36.0,0.3225806451612903,Magic Wand,31.0,0.05555555555555555,Cloak
161,54,Lifestealer,2,Axe,E,0.570281124497992,0.49732047159699894,214.0,0.4544198895027624,Tranquil Boots,125.0,0.5036764705882353,Vanguard,1.0,0.511731843575419,Blink Dagger,127.0,0.532484076433121,Blade Mail,36.0,0.3636363636363636,Magic Wand,48.0,0.7723577235772358,Boots of Travel
162,55,Dark Seer,2,Axe,E,0.541095890410959,0.46070460704607047,214.0,0.4389438943894389,Tranquil Boots,1.0,0.4666666666666667,Blink Dagger,127.0,0.4788273615635179,Blade Mail,125.0,0.4380952380952381,Vanguard,36.0,0.3018867924528302,Magic Wand,48.0,0.6739130434782609,Boots of Travel
163,56,Clinkz,2,Axe,W,0.6153846153846154,0.4672897196261682,214.0,0.402321083172147,Tranquil Boots,125.0,0.4615384615384616,Vanguard,1.0,0.4770491803278689,Blink Dagger,127.0,0.4842883548983364,Blade Mail,36.0,0.358974358974359,Magic Wand,48.0,0.88,Boots of Travel
164,57,Omniknight,2,Axe,Q,0.6486486486486487,0.578062449959968,214.0,0.554639175257732,Tranquil Boots,36.0,0.5060975609756098,Magic Wand,125.0,0.5585106382978723,Vanguard,1.0,0.5890637945318973,Blink Dagger,127.0,0.5963740458015268,Blade Mail,242.0,0.6602150537634408,Crimson Guard
165,58,Enchantress,2,Axe,Q,0.5,0.4005602240896359,214.0,0.3561151079136691,Tranquil Boots,125.0,0.4444444444444444,Vanguard,1.0,0.4129793510324484,Blink Dagger,127.0,0.4183006535947713,Blade Mail,36.0,0.2452830188679245,Magic Wand,48.0,0.6481481481481481,Boots of Travel
166,59,Huskar,2,Axe,E,0.4552238805970149,0.3887468030690537,214.0,0.3322884012539185,Tranquil Boots,1.0,0.3967828418230563,Blink Dagger,125.0,0.3181818181818182,Vanguard,127.0,0.3993993993993994,Blade Mail,36.0,0.3492063492063492,Magic Wand,242.0,0.4675324675324675,Crimson Guard
167,60,Night Stalker,2,Axe,W,0.75,0.4357976653696498,214.0,0.3928571428571428,Tranquil Boots,36.0,0.4390243902439024,Magic Wand,1.0,0.4417670682730924,Blink Dagger,125.0,0.4545454545454545,Vanguard,127.0,0.4339622641509434,Blade Mail,242.0,0.5268817204301075,Crimson Guard
168,61,Broodmother,2,Axe,Q,0.5,0.352,214.0,0.3207547169811321,Tranquil Boots,125.0,0.3157894736842105,Vanguard,1.0,0.3697478991596639,Blink Dagger,127.0,0.3823529411764706,Blade Mail,36.0,0.1666666666666667,Magic Wand,242.0,0.45,Crimson Guard
169,62,Bounty Hunter,2,Axe,W,0.5641025641025641,0.4761513157894737,214.0,0.4147414741474147,Tranquil Boots,1.0,0.4797297297297297,Blink Dagger,127.0,0.4805583250249252,Blade Mail,125.0,0.4808917197452229,Vanguard,36.0,0.3693181818181818,Magic Wand,48.0,0.7669902912621359,Boots of Travel
170,63,Weaver,2,Axe,E,0.4646840148698885,0.45519203413940257,214.0,0.426056338028169,Tranquil Boots,125.0,0.4080717488789238,Vanguard,1.0,0.4678624813153961,Blink Dagger,127.0,0.4791318864774624,Blade Mail,36.0,0.3295454545454545,Magic Wand,48.0,0.75,Boots of Travel
171,64,Jakiro,2,Axe,E,0.5158730158730159,0.48265895953757226,214.0,0.4274809160305343,Tranquil Boots,1.0,0.4880239520958084,Blink Dagger,127.0,0.5202952029520295,Blade Mail,125.0,0.4196428571428572,Vanguard,36.0,0.3260869565217391,Magic Wand,242.0,0.6333333333333333,Crimson Guard
172,65,Batrider,2,Axe,W,0.5,0.35353535353535354,214.0,0.2697368421052632,Tranquil Boots,1.0,0.3670212765957447,Blink Dagger,127.0,0.3652694610778443,Blade Mail,125.0,0.32,Vanguard,36.0,0.125,Magic Wand,48.0,0.8285714285714286,Boots of Travel
173,66,Chen,2,Axe,E,0.3333333333333333,0.3333333333333333,36.0,0.4285714285714285,Magic Wand,214.0,0.253968253968254,Tranquil Boots,125.0,0.1935483870967742,Vanguard,1.0,0.3466666666666667,Blink Dagger,127.0,0.359375,Blade Mail,48.0,0.8181818181818182,Boots of Travel
174,67,Spectre,2,Axe,W,0.5681818181818182,0.5169612995699953,214.0,0.460667086217747,Tranquil Boots,125.0,0.4808043875685558,Vanguard,1.0,0.5263157894736842,Blink Dagger,127.0,0.5512744516893895,Blade Mail,48.0,0.7884057971014493,Boots of Travel,36.0,0.3581081081081081,Magic Wand
175,68,Ancient Apparition,2,Axe,W,0.5416666666666666,0.4475955610357583,214.0,0.4003267973856209,Tranquil Boots,125.0,0.3791469194312796,Vanguard,1.0,0.4553459119496855,Blink Dagger,127.0,0.4759124087591241,Blade Mail,36.0,0.3652173913043478,Magic Wand,48.0,0.7021276595744681,Boots of Travel
176,69,Doom,2,Axe,W,0.6111111111111112,0.43628509719222464,214.0,0.3826815642458101,Tranquil Boots,1.0,0.4466666666666667,Blink Dagger,48.0,0.8253968253968254,Boots of Travel,125.0,0.3274336283185841,Vanguard,127.0,0.4455958549222798,Blade Mail,36.0,0.225,Magic Wand
177,70,Ursa,2,Axe,W,0.6,0.5098314606741573,214.0,0.4838129496402878,Tranquil Boots,36.0,0.4636363636363636,Magic Wand,125.0,0.4487804878048781,Vanguard,1.0,0.5144508670520231,Blink Dagger,127.0,0.5273972602739726,Blade Mail,48.0,0.7383177570093458,Boots of Travel
178,71,Spirit Breaker,2,Axe,E,0.4407407407407408,0.42679558011049723,214.0,0.3673835125448029,Tranquil Boots,125.0,0.3641025641025641,Vanguard,1.0,0.4333821376281113,Blink Dagger,127.0,0.4425385934819897,Blade Mail,36.0,0.2719298245614035,Magic Wand,31.0,0.07692307692307693,Cloak
179,72,Gyrocopter,2,Axe,Q,0.625,0.365819209039548,214.0,0.3209219858156028,Tranquil Boots,125.0,0.3054187192118227,Vanguard,1.0,0.3674963396778916,Blink Dagger,127.0,0.3618881118881119,Blade Mail,31.0,0.0625,Cloak,36.0,0.2844036697247707,Magic Wand
180,73,Alchemist,2,Axe,W,0.5517241379310345,0.48112560054907344,214.0,0.4261862917398945,Tranquil Boots,125.0,0.4023529411764706,Vanguard,1.0,0.4967695620961953,Blink Dagger,127.0,0.5191666666666667,Blade Mail,48.0,0.8383838383838383,Boots of Travel,36.0,0.3636363636363636,Magic Wand
181,74,Invoker,2,Axe,Q,0.53125,0.4513133457150438,214.0,0.3987771739130435,Tranquil Boots,125.0,0.4161793372319688,Vanguard,1.0,0.4598299972580203,Blink Dagger,127.0,0.4669475048606611,Blade Mail,36.0,0.3213703099510604,Magic Wand,48.0,0.7560975609756098,Boots of Travel
182,75,Silencer,2,Axe,E,0.4844868735083532,0.44097807757166946,214.0,0.3945945945945946,Tranquil Boots,125.0,0.3396226415094339,Vanguard,1.0,0.4492119089316988,Blink Dagger,127.0,0.4571723426212591,Blade Mail,36.0,0.3567567567567568,Magic Wand,48.0,0.6894409937888198,Boots of Travel
183,76,Outworld Devourer,2,Axe,W,0.52,0.44718909710391824,214.0,0.4096133751306165,Tranquil Boots,1.0,0.4540636042402827,Blink Dagger,127.0,0.4675324675324675,Blade Mail,125.0,0.3942307692307692,Vanguard,36.0,0.3197969543147208,Magic Wand,48.0,0.7608695652173914,Boots of Travel
184,77,Lycan,2,Axe,W,0.6,0.5131578947368421,214.0,0.4634146341463415,Tranquil Boots,36.0,0.44,Magic Wand,125.0,0.5,Vanguard,1.0,0.528169014084507,Blink Dagger,127.0,0.5275590551181102,Blade Mail,131.0,0.8333333333333334,Hood of Defiance
185,78,Brewmaster,2,Axe,E,0.6363636363636364,0.45614035087719296,214.0,0.3563218390804598,Tranquil Boots,48.0,0.9375,Boots of Travel,1.0,0.4770642201834863,Blink Dagger,36.0,0.3636363636363636,Magic Wand,127.0,0.5057471264367817,Blade Mail,125.0,0.3783783783783784,Vanguard
186,79,Shadow Demon,2,Axe,E,0.4868421052631579,0.40119760479041916,214.0,0.3333333333333333,Tranquil Boots,1.0,0.3987730061349693,Blink Dagger,127.0,0.4172661870503597,Blade Mail,125.0,0.3571428571428572,Vanguard,36.0,0.4,Magic Wand,31.0,0.4,Cloak
187,80,Lone Druid,2,Axe,W,0.6,0.3709090909090909,214.0,0.3004694835680751,Tranquil Boots,125.0,0.382716049382716,Vanguard,1.0,0.3884615384615385,Blink Dagger,127.0,0.3910891089108911,Blade Mail,36.0,0.2926829268292683,Magic Wand,48.0,0.7857142857142857,Boots of Travel
188,81,Chaos Knight,2,Axe,Q,0.5,0.4107142857142857,214.0,0.3856655290102389,Tranquil Boots,36.0,0.4576271186440678,Magic Wand,125.0,0.4126984126984127,Vanguard,1.0,0.4148936170212766,Blink Dagger,127.0,0.4228395061728395,Blade Mail,55.0,0.875,Hyperstone
189,82,Meepo,2,Axe,Q,0.5,0.40764331210191085,214.0,0.3543307086614173,Tranquil Boots,125.0,0.4912280701754386,Vanguard,36.0,0.4,Magic Wand,1.0,0.4315068493150685,Blink Dagger,127.0,0.4503816793893129,Blade Mail,55.0,0.75,Hyperstone
190,83,Treant Protector,2,Axe,W,0.6666666666666666,0.4174757281553398,214.0,0.3935483870967742,Tranquil Boots,125.0,0.3698630136986301,Vanguard,1.0,0.4263959390862944,Blink Dagger,127.0,0.4146341463414634,Blade Mail,36.0,0.2857142857142857,Magic Wand,48.0,0.6666666666666666,Boots of Travel
191,84,Ogre Magi,2,Axe,W,0.6666666666666666,0.46955128205128205,214.0,0.4144329896907217,Tranquil Boots,1.0,0.478476821192053,Blink Dagger,127.0,0.4884615384615384,Blade Mail,125.0,0.4120879120879121,Vanguard,48.0,0.7816091954022989,Boots of Travel,36.0,0.2692307692307692,Magic Wand
192,85,Undying,2,Axe,E,0.5227272727272727,0.4699074074074074,214.0,0.4253521126760563,Tranquil Boots,1.0,0.477326968973747,Blink Dagger,125.0,0.4761904761904762,Vanguard,127.0,0.4726224783861672,Blade Mail,36.0,0.3243243243243243,Magic Wand,242.0,0.5882352941176471,Crimson Guard
193,86,Rubick,2,Axe,Q,0.4166666666666667,0.38855780691299163,214.0,0.3170731707317073,Tranquil Boots,125.0,0.3221757322175732,Vanguard,1.0,0.4012422360248447,Blink Dagger,127.0,0.4150943396226415,Blade Mail,36.0,0.2519083969465649,Magic Wand,48.0,0.75,Boots of Travel
194,87,Disruptor,2,Axe,E,0.5806451612903226,0.4944237918215613,214.0,0.4588235294117647,Tranquil Boots,36.0,0.4264705882352941,Magic Wand,125.0,0.4788732394366197,Vanguard,1.0,0.5076923076923077,Blink Dagger,127.0,0.5055679287305123,Blade Mail,31.0,0.1818181818181818,Cloak
195,88,Nyx,2,Axe,Q,0.6363636363636364,0.4326530612244898,214.0,0.3605263157894737,Tranquil Boots,1.0,0.4468085106382979,Blink Dagger,125.0,0.4296296296296296,Vanguard,127.0,0.4503816793893129,Blade Mail,36.0,0.293103448275862,Magic Wand,242.0,0.5174418604651163,Crimson Guard
196,89,Naga Siren,2,Axe,W,0.5,0.3951612903225806,214.0,0.3557692307692308,Tranquil Boots,1.0,0.4033613445378151,Blink Dagger,127.0,0.4158415841584158,Blade Mail,125.0,0.2857142857142857,Vanguard,36.0,0.4,Magic Wand,242.0,0.6,Crimson Guard
197,90,Keeper of the Light,2,Axe,E,0.4851485148514851,0.43529411764705883,214.0,0.4093023255813953,Tranquil Boots,1.0,0.4476987447698745,Blink Dagger,127.0,0.4622641509433962,Blade Mail,125.0,0.3684210526315789,Vanguard,36.0,0.2564102564102564,Magic Wand,242.0,0.5227272727272727,Crimson Guard
198,91,Io,2,Axe,Q,0.6666666666666666,0.3949579831932773,214.0,0.3789473684210526,Tranquil Boots,125.0,0.375,Vanguard,1.0,0.4272727272727272,Blink Dagger,127.0,0.4516129032258064,Blade Mail,36.0,0.1666666666666667,Magic Wand,242.0,0.6071428571428571,Crimson Guard
199,92,Visage,2,Axe,W,0.5,0.32142857142857145,214.0,0.2608695652173913,Tranquil Boots,36.0,0.3333333333333333,Magic Wand,1.0,0.3396226415094339,Blink Dagger,127.0,0.3260869565217391,Blade Mail,125.0,0.2142857142857143,Vanguard,242.0,0.5,Crimson Guard
200,93,Slark,2,Axe,E,0.5114083398898505,0.45775485918286396,214.0,0.40452907874421,Tranquil Boots,125.0,0.4205882352941177,Vanguard,1.0,0.4670217124129455,Blink Dagger,127.0,0.4757874941231782,Blade Mail,36.0,0.3102493074792244,Magic Wand,48.0,0.7410256410256411,Boots of Travel
201,94,Medusa,2,Axe,Q,0.5294117647058824,0.5050071530758226,214.0,0.449814126394052,Tranquil Boots,1.0,0.5185735512630015,Blink Dagger,127.0,0.5362068965517242,Blade Mail,36.0,0.3942307692307692,Magic Wand,125.0,0.3888888888888889,Vanguard,242.0,0.6754716981132075,Crimson Guard
202,95,Troll Warlord,2,Axe,Q,0.6,0.4707692307692308,214.0,0.4465648854961832,Tranquil Boots,1.0,0.4822006472491909,Blink Dagger,125.0,0.4166666666666667,Vanguard,127.0,0.4962686567164179,Blade Mail,36.0,0.2564102564102564,Magic Wand,48.0,0.6976744186046512,Boots of Travel
203,96,Centaur Warrunner,2,Axe,E,0.4666666666666667,0.38414634146341464,214.0,0.3145161290322581,Tranquil Boots,1.0,0.4064516129032258,Blink Dagger,127.0,0.4084507042253521,Blade Mail,125.0,0.3111111111111111,Vanguard,36.0,0.1851851851851852,Magic Wand,112.0,0.9,Assault Cuirass
204,97,Magnus,2,Axe,W,0.8571428571428571,0.38308457711442784,214.0,0.3353474320241692,Tranquil Boots,1.0,0.3877551020408163,Blink Dagger,125.0,0.2992125984251969,Vanguard,127.0,0.3903903903903904,Blade Mail,36.0,0.360655737704918,Magic Wand,48.0,0.868421052631579,Boots of Travel
205,98,Timbersaw,2,Axe,Q,0.5714285714285714,0.45141065830721006,214.0,0.383399209486166,Tranquil Boots,125.0,0.4301075268817204,Vanguard,48.0,0.8636363636363636,Boots of Travel,1.0,0.4583333333333333,Blink Dagger,127.0,0.4620938628158845,Blade Mail,36.0,0.3636363636363636,Magic Wand
206,99,Bristleback,2,Axe,E,0.3535911602209945,0.3524229074889868,125.0,0.3766233766233766,Vanguard,214.0,0.2893258426966292,Tranquil Boots,1.0,0.3576470588235294,Blink Dagger,127.0,0.3879781420765027,Blade Mail,36.0,0.2419354838709677,Magic Wand,48.0,0.7857142857142857,Boots of Travel
207,100,Tusk,2,Axe,W,0.5,0.36268343815513626,214.0,0.3197969543147208,Tranquil Boots,1.0,0.3771929824561404,Blink Dagger,125.0,0.3071428571428572,Vanguard,127.0,0.3828715365239295,Blade Mail,36.0,0.2531645569620253,Magic Wand,31.0,0.1666666666666667,Cloak
208,101,Skywrath Mage,2,Axe,E,0.4597701149425287,0.4245689655172414,214.0,0.3794117647058823,Tranquil Boots,1.0,0.4346846846846847,Blink Dagger,125.0,0.4242424242424243,Vanguard,127.0,0.4458762886597938,Blade Mail,36.0,0.2318840579710145,Magic Wand,48.0,0.6375,Boots of Travel
209,102,Abaddon,2,Axe,E,0.5190839694656488,0.49,214.0,0.4612903225806452,Tranquil Boots,180.0,0.8888888888888888,Arcane Boots,1.0,0.5053475935828877,Blink Dagger,127.0,0.5232198142414861,Blade Mail,125.0,0.495575221238938,Vanguard,36.0,0.4035087719298245,Magic Wand
210,103,Elder Titan,2,Axe,E,0.6666666666666666,0.5478260869565217,214.0,0.4367816091954023,Tranquil Boots,1.0,0.5575221238938053,Blink Dagger,127.0,0.5612244897959183,Blade Mail,125.0,0.5142857142857142,Vanguard,36.0,0.2857142857142857,Magic Wand,114.0,0.8125,Heart of Tarrasque
211,104,Legion Commander,2,Axe,E,0.4904153354632588,0.44146202170188464,214.0,0.3970909090909091,Tranquil Boots,1.0,0.4541062801932367,Blink Dagger,127.0,0.4689655172413793,Blade Mail,125.0,0.4132379248658318,Vanguard,36.0,0.3274021352313167,Magic Wand,48.0,0.7429906542056075,Boots of Travel
212,105,Techies,2,Axe,W,0.5,0.35751295336787564,214.0,0.2482269503546099,Tranquil Boots,1.0,0.375,Blink Dagger,127.0,0.3571428571428572,Blade Mail,125.0,0.2631578947368421,Vanguard,48.0,0.7352941176470589,Boots of Travel,36.0,0.2857142857142857,Magic Wand
213,106,Ember Spirit,2,Axe,Q,0.5,0.39313795568263044,214.0,0.3489010989010989,Tranquil Boots,125.0,0.3428571428571429,Vanguard,1.0,0.3995584988962472,Blink Dagger,127.0,0.4100268576544315,Blade Mail,36.0,0.2489626556016598,Magic Wand,48.0,0.7157894736842105,Boots of Travel
214,107,Earth Spirit,2,Axe,W,0.8,0.446064139941691,214.0,0.390625,Tranquil Boots,36.0,0.4426229508196721,Magic Wand,125.0,0.3928571428571428,Vanguard,1.0,0.4561933534743202,Blink Dagger,127.0,0.4669117647058824,Blade Mail,242.0,0.5252525252525253,Crimson Guard
215,109,Terrorblade,2,Axe,E,0.5254237288135594,0.46938775510204084,214.0,0.4,Tranquil Boots,1.0,0.4736842105263158,Blink Dagger,127.0,0.4848484848484849,Blade Mail,125.0,0.4545454545454545,Vanguard,36.0,0.4,Magic Wand,55.0,0.8333333333333334,Hyperstone
216,110,Phoenix,2,Axe,W,0.5833333333333334,0.48455598455598453,214.0,0.4483627204030227,Tranquil Boots,1.0,0.4881422924901186,Blink Dagger,125.0,0.4552238805970149,Vanguard,127.0,0.5125284738041003,Blade Mail,48.0,0.7411764705882353,Boots of Travel,36.0,0.3170731707317073,Magic Wand
217,111,Oracle,2,Axe,Q,0.5,0.4260089686098655,214.0,0.4139784946236559,Tranquil Boots,125.0,0.4117647058823529,Vanguard,1.0,0.4398148148148148,Blink Dagger,127.0,0.4699453551912569,Blade Mail,36.0,0.3,Magic Wand,31.0,0.3333333333333333,Cloak
218,112,Winter Wyvern,2,Axe,Q,0.8,0.4407894736842105,214.0,0.3755458515283843,Tranquil Boots,125.0,0.3780487804878049,Vanguard,1.0,0.4734982332155477,Blink Dagger,127.0,0.4822134387351779,Blade Mail,36.0,0.3541666666666667,Magic Wand,48.0,0.6956521739130435,Boots of Travel
219,113,Arc Warden,2,Axe,W,0.6666666666666666,0.34615384615384615,214.0,0.3061224489795918,Tranquil Boots,1.0,0.3727810650887574,Blink Dagger,125.0,0.3541666666666667,Vanguard,127.0,0.3576642335766423,Blade Mail,36.0,0.1481481481481481,Magic Wand,242.0,0.3968253968253968,Crimson Guard
220,1,Anti-Mage,3,Bane,W,0.6,0.4583333333333333,180.0,0.4408163265306123,Arcane Boots,178.0,0.45,Soul Ring,36.0,0.4554973821989529,Magic Wand,37.0,0.6885245901639344,Ghost Scepter,232.0,0.5889830508474576,Aether Lens,254.0,0.5209302325581395,Glimmer Cape
221,2,Axe,3,Bane,Q,0.4468085106382979,0.3633217993079585,180.0,0.3692307692307693,Arcane Boots,36.0,0.3026315789473684,Magic Wand,178.0,0.375,Soul Ring,31.0,0.125,Cloak,254.0,0.4545454545454545,Glimmer Cape,232.0,0.3737373737373738,Aether Lens
222,4,Bloodseeker,3,Bane,Q,0.4285714285714285,0.41025641025641024,180.0,0.373134328358209,Arcane Boots,36.0,0.2826086956521739,Magic Wand,178.0,0.3492063492063492,Soul Ring,108.0,0.6081081081081081,Aghanim's Scepter,254.0,0.4339622641509434,Glimmer Cape,37.0,0.7142857142857143,Ghost Scepter
223,5,Crystal Maiden,3,Bane,Q,0.6231884057971014,0.5377358490566038,36.0,0.5769230769230769,Magic Wand,180.0,0.5384615384615384,Arcane Boots,178.0,0.5476190476190477,Soul Ring,254.0,0.6129032258064516,Glimmer Cape,48.0,0.9333333333333333,Boots of Travel,1.0,0.582089552238806,Blink Dagger
224,6,Drow Ranger,3,Bane,Q,0.4354838709677419,0.49586776859504134,180.0,0.5056818181818182,Arcane Boots,36.0,0.5555555555555556,Magic Wand,178.0,0.4166666666666667,Soul Ring,1.0,0.6721311475409836,Blink Dagger,232.0,0.5641025641025641,Aether Lens,37.0,0.5,Ghost Scepter
225,7,Earthshaker,3,Bane,Q,0.3381294964028777,0.4501915708812261,180.0,0.4240687679083094,Arcane Boots,36.0,0.4295302013422819,Magic Wand,37.0,0.5245901639344263,Ghost Scepter,178.0,0.4113475177304964,Soul Ring,31.0,0.2,Cloak,254.0,0.4970059880239521,Glimmer Cape
226,8,Juggernaut,3,Bane,Q,0.4533333333333333,0.47965367965367967,36.0,0.5258855585831063,Magic Wand,180.0,0.4806408544726302,Arcane Boots,178.0,0.4128113879003559,Soul Ring,37.0,0.5544554455445545,Ghost Scepter,232.0,0.5567010309278351,Aether Lens,1.0,0.6677215189873418,Blink Dagger
227,9,Mirana,3,Bane,Q,0.495049504950495,0.48130841121495327,180.0,0.4647160068846816,Arcane Boots,36.0,0.5148936170212766,Magic Wand,178.0,0.4008264462809917,Soul Ring,37.0,0.5436893203883495,Ghost Scepter,92.0,0.8888888888888888,Urn of Shadows,232.0,0.5625,Aether Lens
228,10,Morphling,3,Bane,Q,0.3833333333333334,0.38461538461538464,180.0,0.4074074074074074,Arcane Boots,36.0,0.3495145631067961,Magic Wand,178.0,0.4358974358974359,Soul Ring,254.0,0.5340909090909091,Glimmer Cape,1.0,0.5657894736842105,Blink Dagger,232.0,0.3846153846153846,Aether Lens
229,11,Shadow Fiend,3,Bane,Q,0.4444444444444444,0.4323922734026746,180.0,0.4385964912280702,Arcane Boots,178.0,0.4011976047904192,Soul Ring,36.0,0.4054054054054054,Magic Wand,48.0,0.7884615384615384,Boots of Travel,232.0,0.55,Aether Lens,1.0,0.5729166666666666,Blink Dagger
230,12,Phantom Lancer,3,Bane,Q,0.3611111111111111,0.3684210526315789,180.0,0.3407821229050279,Arcane Boots,178.0,0.28125,Soul Ring,36.0,0.3780487804878049,Magic Wand,254.0,0.4430379746835443,Glimmer Cape,232.0,0.3789473684210526,Aether Lens,1.0,0.5344827586206896,Blink Dagger
231,13,Puck,3,Bane,Q,0.4,0.4336734693877551,180.0,0.3858267716535433,Arcane Boots,36.0,0.358974358974359,Magic Wand,178.0,0.375,Soul Ring,232.0,0.5172413793103449,Aether Lens,79.0,0.8333333333333334,Mekansm,1.0,0.5833333333333334,Blink Dagger
232,14,Pudge,3,Bane,Q,0.4677966101694915,0.44980544747081713,180.0,0.4394463667820069,Arcane Boots,36.0,0.4770114942528735,Magic Wand,178.0,0.3887043189368771,Soul Ring,37.0,0.5284552845528455,Ghost Scepter,232.0,0.5512572533849129,Aether Lens,1.0,0.5815789473684211,Blink Dagger
233,15,Razor,3,Bane,Q,0.5263157894736842,0.41025641025641024,180.0,0.3536585365853658,Arcane Boots,36.0,0.25,Magic Wand,37.0,0.75,Ghost Scepter,178.0,0.2758620689655172,Soul Ring,232.0,0.5813953488372093,Aether Lens,1.0,0.625,Blink Dagger
234,16,Sand King,3,Bane,Q,0.4912280701754386,0.4448979591836735,36.0,0.475609756097561,Magic Wand,180.0,0.4207317073170732,Arcane Boots,37.0,0.631578947368421,Ghost Scepter,232.0,0.6082474226804123,Aether Lens,178.0,0.2727272727272727,Soul Ring,254.0,0.5230769230769231,Glimmer Cape
235,17,Storm Spirit,3,Bane,Q,0.2923076923076923,0.3626373626373626,180.0,0.3282442748091603,Arcane Boots,36.0,0.3877551020408163,Magic Wand,178.0,0.3061224489795918,Soul Ring,31.0,0.5,Cloak,254.0,0.3703703703703703,Glimmer Cape,232.0,0.4130434782608696,Aether Lens
236,18,Sven,3,Bane,Q,0.4705882352941176,0.4784853700516351,180.0,0.4673366834170855,Arcane Boots,36.0,0.4825581395348837,Magic Wand,178.0,0.3972602739726027,Soul Ring,37.0,0.5932203389830508,Ghost Scepter,254.0,0.6,Glimmer Cape,1.0,0.6463414634146342,Blink Dagger
237,19,Tiny,3,Bane,Q,0.3370786516853932,0.3782991202346041,180.0,0.3782608695652174,Arcane Boots,36.0,0.3604651162790697,Magic Wand,37.0,0.4137931034482759,Ghost Scepter,178.0,0.3095238095238095,Soul Ring,31.0,0.1538461538461539,Cloak,254.0,0.4259259259259259,Glimmer Cape
238,20,Vengeful Spirit,3,Bane,Q,0.5423728813559322,0.5304347826086957,36.0,0.6029411764705882,Magic Wand,180.0,0.5032258064516129,Arcane Boots,178.0,0.4464285714285715,Soul Ring,254.0,0.6935483870967742,Glimmer Cape,232.0,0.6136363636363636,Aether Lens,1.0,0.6666666666666666,Blink Dagger
239,21,Windranger,3,Bane,Q,0.403921568627451,0.40990516332982085,180.0,0.4039039039039039,Arcane Boots,178.0,0.3697478991596639,Soul Ring,36.0,0.3741258741258741,Magic Wand,37.0,0.5595238095238095,Ghost Scepter,31.0,0.1290322580645161,Cloak,48.0,0.8235294117647058,Boots of Travel
240,22,Zeus,3,Bane,Q,0.5045454545454545,0.5186567164179104,36.0,0.5,Magic Wand,180.0,0.4980237154150198,Arcane Boots,178.0,0.47953216374269,Soul Ring,37.0,0.6037735849056604,Ghost Scepter,232.0,0.5936675461741425,Aether Lens,254.0,0.5868725868725869,Glimmer Cape
241,23,Kunkka,3,Bane,Q,0.34375,0.4099099099099099,180.0,0.42,Arcane Boots,36.0,0.3934426229508197,Magic Wand,178.0,0.3684210526315789,Soul Ring,254.0,0.4788732394366197,Glimmer Cape,232.0,0.4102564102564102,Aether Lens,79.0,0.5,Mekansm
242,25,Lina,3,Bane,Q,0.3106060606060606,0.3655705996131528,180.0,0.3407643312101911,Arcane Boots,178.0,0.2442748091603053,Soul Ring,36.0,0.311377245508982,Magic Wand,37.0,0.5,Ghost Scepter,31.0,0.1428571428571428,Cloak,232.0,0.4264705882352941,Aether Lens
243,26,Lion,3,Bane,Q,0.4285714285714285,0.3868194842406877,180.0,0.4058577405857741,Arcane Boots,36.0,0.3823529411764706,Magic Wand,178.0,0.3932584269662922,Soul Ring,1.0,0.5555555555555556,Blink Dagger,232.0,0.4420289855072464,Aether Lens,31.0,0.3333333333333333,Cloak
244,27,Shadow Shaman,3,Bane,Q,0.4864864864864865,0.45255474452554745,36.0,0.5121951219512195,Magic Wand,180.0,0.4252873563218391,Arcane Boots,178.0,0.3428571428571429,Soul Ring,1.0,0.6190476190476191,Blink Dagger,232.0,0.5576923076923077,Aether Lens,254.0,0.5384615384615384,Glimmer Cape
245,28,Slardar,3,Bane,Q,0.4823529411764706,0.4791666666666667,180.0,0.4897435897435897,Arcane Boots,36.0,0.4670658682634731,Magic Wand,37.0,0.5645161290322581,Ghost Scepter,178.0,0.4369747899159664,Soul Ring,1.0,0.6686390532544378,Blink Dagger,232.0,0.6064814814814815,Aether Lens
246,29,Tidehunter,3,Bane,Q,0.4947368421052631,0.4152823920265781,180.0,0.3846153846153846,Arcane Boots,36.0,0.3918918918918919,Magic Wand,178.0,0.3953488372093023,Soul Ring,254.0,0.5806451612903226,Glimmer Cape,232.0,0.51,Aether Lens,1.0,0.4659090909090909,Blink Dagger
247,30,Witch Doctor,3,Bane,Q,0.4230769230769231,0.49130434782608695,180.0,0.464968152866242,Arcane Boots,36.0,0.3809523809523809,Magic Wand,178.0,0.4680851063829787,Soul Ring,1.0,0.6617647058823529,Blink Dagger,232.0,0.5813953488372093,Aether Lens,254.0,0.5151515151515151,Glimmer Cape
